headlines,sentiments,page,president
Indonesia introduces tax amnesty to boost economy,Inspired, Page: 117,Aquino III
One fifth of British businesses may move operations abroad – survey,Happy, Page: 117,Aquino III
Australia to team up with New Zealand on Brexit fallout,Sad, Page: 117,Aquino III
China cuts yuan fix in biggest move since devaluation,Angry, Page: 117,Aquino III
Europe to push for quickie British divorce as Kerry flies in,Happy, Page: 118,Aquino III
PH imports up 29% in April 2016,Happy, Page: 118,Aquino III
Philippine gov't on Brexit: Do not be complacent,Happy, Page: 118,Aquino III
Central banks move to reassure markets after Brexit,Happy, Page: 118,Aquino III
"Philippine stocks, peso fall on Brexit victory",Happy, Page: 118,Aquino III
"Pound plunges, stock markets in turmoil on Brexit vote",Afraid, Page: 118,Aquino III
"IMF warns the US over high poverty, inequality",Sad, Page: 118,Aquino III
Big business raises Brexit alarm on eve of vote,Amused, Page: 118,Aquino III
Duterte on business sector's 10-point wishlist: 'It's doable',Happy, Page: 118,Aquino III
British PM issues Brexit warning in knife-edge race,Don't Care, Page: 118,Aquino III
George Soros predicts Brexit 'Black Friday',Afraid, Page: 119,Aquino III
Peso could hit P50 vs dollar next year – BPI,Sad, Page: 119,Aquino III
IMF fires Brexit warning as Putin cites Cameron EU 'blackmail',Amused, Page: 119,Aquino III
IMF says Brexit could further weaken eurozone ties,Happy, Page: 119,Aquino III
Beyond the numbers: How Aquino fueled the economy,Happy, Page: 119,Aquino III
China's total debt is more than double GDP – gov't economist,Happy, Page: 119,Aquino III
Fed keeps interest rate steady as Brexit vote looms,Annoyed, Page: 119,Aquino III
Spain's public debt surpasses 100% in 20-year high,Afraid, Page: 119,Aquino III
"ING raises PH growth forecast to 6.5% this year, 6.2% in 2017",Happy, Page: 119,Aquino III
IMF: Oil exporters must do more to balance budgets,Don't Care, Page: 119,Aquino III
World Bank cuts 2016 global growth forecast to 2.4%,Sad, Page: 120,Aquino III
"Inflation up 1.6% in May, highest this year",Sad, Page: 120,Aquino III
Fed Chair Yellen says poor US jobs report 'concerning',People are divided, Page: 120,Aquino III
Saudi Arabia unveils first targets in sweeping reform plan,Inspired, Page: 120,Aquino III
Uber deal signals more aggressive Saudi investment drive,Inspired, Page: 120,Aquino III
"IMF says not recanting on neoliberalism, austerity",Annoyed, Page: 120,Aquino III
"Purisima: Enough fiscal space for more infra, social services spending",Happy, Page: 120,Aquino III
"Spend for growth, OECD urges governments",Don't Care, Page: 120,Aquino III
Japan PM delays tax hike in blow for Abenomics,Amused, Page: 120,Aquino III
IMF economists question faith in neoliberal doctrine,Happy, Page: 120,Aquino III
"Floods, political change hamper Myanmar growth – World Bank",Sad, Page: 121,Aquino III
PH firms' confidence rebounds for Q2 2016,Happy, Page: 121,Aquino III
DOF bares tax reform proposals to incoming chief Dominguez,Happy, Page: 121,Aquino III
IMF: Greece still at long-term risk despite bailout deal,Amused, Page: 121,Aquino III
Britain and the EU in facts and figures,Annoyed, Page: 121,Aquino III
"Greece in debt relief 'breakthrough' with eurozone, IMF",People are divided, Page: 121,Aquino III
Price of corn flour in Venezuela up 900%,Sad, Page: 121,Aquino III
IMF: Greece needs 'unconditional' debt relief from EU creditors,Sad, Page: 121,Aquino III
Economists maintain 2016 growth projections despite strong start,Afraid, Page: 121,Aquino III
Obama confident Trans-Pacific Partnership can be ratified in US,Inspired, Page: 121,Aquino III
PH metal production drops as world ore prices decrease,Afraid, Page: 122,Aquino III
G7 warns over global economy as currency row flares,Afraid, Page: 122,Aquino III
'Brexit' in spotlight at G7 meeting in Japan,Happy, Page: 122,Aquino III
Fed minutes: Door still open for a June rate hike,People are divided, Page: 122,Aquino III
"Poverty rising in Europe, amid global dearth of solid jobs – ILO",Sad, Page: 122,Aquino III
PH GDP grows 6.9% Q1 2016,Happy, Page: 122,Aquino III
Businessmen hope for simplified processes under Duterte admin,Happy, Page: 122,Aquino III
"Currency wars, fiscal stimulus rift in focus at G7 meeting",Angry, Page: 122,Aquino III
IMF: Iran at 'pivotal moment' to rejoin global economy,Happy, Page: 122,Aquino III
European vote against China market status not 'constructive' – Beijing,Happy, Page: 122,Aquino III
OFW remittances hit $2.7 billion in March 2016,Happy, Page: 123,Aquino III
IMF's Lagarde unleashes stark UK economy Brexit warning,Afraid, Page: 123,Aquino III
"BSP, JP Morgan optimistic about PH growth under Duterte",Happy, Page: 123,Aquino III
What's next for best-performing PH economy under Duterte admin?,Happy, Page: 123,Aquino III
Philippine stocks highest in 9 months after 'peaceful' elections,Happy, Page: 123,Aquino III
PH keeps investment grade ratings – for now,, Page: 123,Aquino III
PH foreign direct investments hit $936M in Jan-Feb 2016,Amused, Page: 123,Aquino III
Poll results' impact on ratings not immediate – Fitch,Afraid, Page: 123,Aquino III
"Businessmen bare reforms, Cabinet wish list for Duterte",Happy, Page: 123,Aquino III
Duterte open to lifting cap on foreign ownership of firms,Happy, Page: 123,Aquino III
PH foreign reserves hit two-year high of $83.47B in April,Happy, Page: 124,Aquino III
Malaysian investors told: Keep investing in PH beyond elections,Happy, Page: 124,Aquino III
"Consumer lending up in 2015, hits P1 trillion – BSP",Inspired, Page: 124,Aquino III
"Merkel, Abe differ on how to fix world economy",People are divided, Page: 124,Aquino III
Multinationals book more income in Bermuda than China – UN,Angry, Page: 124,Aquino III
Saudi minister 'not satisfied' with female employment rate,Happy, Page: 124,Aquino III
"Eurozone growth forecast cut as global risks, Brexit loom",Sad, Page: 124,Aquino III
Philippine economy to top ASEAN-5 in 2016 – IMF,Happy, Page: 124,Aquino III
Duterte causing market jitters,Angry, Page: 124,Aquino III
"China, Japan growth to slow sharply in 2016, IMF warns",Sad, Page: 124,Aquino III
"Italy, Japan urge G7 to spend for growth",Happy, Page: 125,Aquino III
Misamis Oriental workers seek end to contractualization,Sad, Page: 125,Aquino III
Fed frets less over world economy; June rate hike odds rise,People are divided, Page: 125,Aquino III
PH imports up 1.2% in February,Happy, Page: 125,Aquino III
Saudi unveils far-reaching plan to move away from oil,Happy, Page: 125,Aquino III
IMF urges Gulf states to adapt to lower oil prices,Sad, Page: 125,Aquino III
Briones to candidates: How will you fund promised programs?,Inspired, Page: 125,Aquino III
"S&P affirms PH’s BBB rating, projects incomes to rise",Happy, Page: 125,Aquino III
"Diokno to next president: Focus on tax reform, foreign ownership limits",Annoyed, Page: 125,Aquino III
UK Treasury warns of economic costs of Brexit,Angry, Page: 125,Aquino III
China posts slowest quarterly growth on record – gov't,Happy, Page: 126,Aquino III
Underspending still a challenge in the Philippines,Angry, Page: 126,Aquino III
"Economic slump worries as IMF, World Bank pledge action",Afraid, Page: 126,Aquino III
IMF: Current Greece finance plans not realistic,Sad, Page: 126,Aquino III
"OFW remittances grow, hit $2.3B in February",Happy, Page: 126,Aquino III
China GDP growth slows to 6.7% in 1st quarter – gov't,Amused, Page: 126,Aquino III
PH 'hot money' hits net inflow of $482M in March,Happy, Page: 126,Aquino III
Singapore eases monetary policy as growth stalls,Happy, Page: 126,Aquino III
China exports rise for first time in 9 months,Don't Care, Page: 126,Aquino III
"Worried IMF cuts world growth forecast, warns over Brexit",Inspired, Page: 126,Aquino III
PH manufacturing up 8.4% in February,Happy, Page: 127,Aquino III
PH merchandise exports down 4.5% in February,Sad, Page: 127,Aquino III
PH among Asia's frontrunners in 2016 – World Bank,Happy, Page: 127,Aquino III
Gov't unsatisfied with Fitch's PH credit rating,Sad, Page: 127,Aquino III
WTO cuts 2016 global trade forecast to 2.8%,Afraid, Page: 127,Aquino III
"Despite polls, business execs optimistic about 2016",Happy, Page: 127,Aquino III
Tiny Djibouti thinks big with China-backed infrastructure splurge,Inspired, Page: 127,Aquino III
"Global recovery 'too weak, too fragile' – IMF chief",Angry, Page: 127,Aquino III
Kidapawan and why the Philippines is always short of rice,Angry, Page: 127,Aquino III
Inflation up 1.1% in March,Sad, Page: 127,Aquino III
IMF chief says Greece plan 'good distance away' amid leaks row,People are divided, Page: 128,Aquino III
IMF urges innovation to battle global growth slowdown,Amused, Page: 128,Aquino III
S&P lowers China outlook to negative,Happy, Page: 128,Aquino III
Majority of Filipinos not dreaming of riches – NEDA survey,Happy, Page: 128,Aquino III
Argentina passes bill to end 15-year debt battle,Happy, Page: 128,Aquino III
China overcapacity darkens Asia's 2016 growth prospects – ADB,Happy, Page: 128,Aquino III
Brexit will hurt world economy – US Treasury chief,Sad, Page: 128,Aquino III
Yellen confident in US growth but stresses 'gradual' rate hikes,Afraid, Page: 128,Aquino III
Tough global environment drags ADB's PH growth forecast,Happy, Page: 128,Aquino III
PH imports surge to highest growth in 5 years,Happy, Page: 128,Aquino III
PH external debt rises to $77.5 billion as of end-2015,Happy, Page: 129,Aquino III
"Feeling global slowdown, Fed keeps interest rate unchanged",Amused, Page: 129,Aquino III
OFW remittances rise to $2.2B in January 2016,Happy, Page: 129,Aquino III
IT revolution crucial to seeing PH through growth crossroads,Inspired, Page: 129,Aquino III
"Strong US, weak world picture challenges Federal Reserve",Sad, Page: 129,Aquino III
Moody's downgrades Hong Kong outlook to 'negative',Happy, Page: 129,Aquino III
Asia reforms key for global economic growth – IMF chief,Amused, Page: 129,Aquino III
China's industrial output growth wanes,Happy, Page: 129,Aquino III
Global volatility shaking up worldwide living costs – survey,Sad, Page: 129,Aquino III
China behind global trade slowdown in 2015 – World Bank,Amused, Page: 129,Aquino III
PH exports fall by 3.9% in January 2016,Sad, Page: 130,Aquino III
Strong start for manufacturing in 2016 – NEDA,Happy, Page: 130,Aquino III
IMF ups call for action against global economic slide,Afraid, Page: 130,Aquino III
Customs posts P11.22-B shortfall in February,Angry, Page: 130,Aquino III
Permanent taxi flagdown rate nationwide: P30,Happy, Page: 130,Aquino III
Foreign investors’ angst about PH elections,Sad, Page: 130,Aquino III
S&P: Change in PH leadership unlikely to reverse economic reforms,Happy, Page: 130,Aquino III
China economy 'absolutely' won't have hard landing – official,Don't Care, Page: 130,Aquino III
Why is eurozone inflation so persistently low?,Sad, Page: 130,Aquino III
Moody's places Gulf states on review for downgrade,Happy, Page: 130,Aquino III
China cuts 2016 growth target to '6.5% to 7%',Happy, Page: 131,Aquino III
February inflation dips to 4-month low,Happy, Page: 131,Aquino III
Improving efficiency in infra key to PH growth – economist,Happy, Page: 131,Aquino III
Eurozone unemployment at lowest since August 2011,Happy, Page: 131,Aquino III
PH to share its 'great economic story' with US investors,Inspired, Page: 131,Aquino III
"Despite oil uncertainty, no red flags for Middle East OFWs for now",Angry, Page: 131,Aquino III
Progress under Aquino but more reforms needed – foreign bizmen,Happy, Page: 131,Aquino III
"Argentina, 'vulture' funds end 15-year debt battle",Afraid, Page: 131,Aquino III
Closing Asia's infrastructure gap,Happy, Page: 131,Aquino III
PH banks' lending expands by 15.8% in January,Happy, Page: 131,Aquino III
G20 nations pledge all tools to lift growth,Afraid, Page: 132,Aquino III
Philippine firms less optimistic about Q1 prospects,Sad, Page: 132,Aquino III
IMF warns G20: World economy 'highly vulnerable',Afraid, Page: 132,Aquino III
World Bank: PH can end poverty in a generation,Happy, Page: 132,Aquino III
IMF chief sees 'tepid' growth for world economy,Inspired, Page: 132,Aquino III
PH outlook bright despite China slowdown – IMF,Happy, Page: 132,Aquino III
Purisima to critics: PH debt position 'best in 18 years',Happy, Page: 132,Aquino III
OFW remittances in December hit record high at $2.7B,Happy, Page: 132,Aquino III
"US firms to Aquino: PH 'preferred' investment site, talent source",Inspired, Page: 132,Aquino III
"IMF lowers Philippine GDP forecast for 2016, 2017",Sad, Page: 132,Aquino III
Inclusive business now just 'good business',Happy, Page: 133,Aquino III
Obama announces measures to deepen economic ties with Southeast Asia,Happy, Page: 133,Aquino III
PH merchandise exports dip by 5.6% in 2015,Sad, Page: 133,Aquino III
US-ASEAN Summit likely a 'win' for global trade – HSBC,Happy, Page: 133,Aquino III
PH exports dip by 3% in December 2015,Sad, Page: 133,Aquino III
"Business groups to next president: Grow GDP, FDIs",Happy, Page: 133,Aquino III
China forex reserves fall almost $100B in January,Happy, Page: 133,Aquino III
"Inflation eases in January, thanks to lower oil prices",Happy, Page: 133,Aquino III
"National debt at P5.954 trillion, up 3.8% from 2014 levels",Happy, Page: 133,Aquino III
China sets 2016 growth target at 6.5-7%,Don't Care, Page: 133,Aquino III
Historic Trans-Pacific Partnership signed,Afraid, Page: 134,Aquino III
Filipinos most confident consumers in Southeast Asia – poll,Happy, Page: 134,Aquino III
Philippines moves up to 70th among world's freest economies,Happy, Page: 134,Aquino III
Moody's: PH growth in 2016 likely better than peers,Happy, Page: 134,Aquino III
Philippine GDP grows 6.3% in Q4 2015,Happy, Page: 134,Aquino III
"SWS reports 'very, very high public morale'",Happy, Page: 134,Aquino III
Philippines tops Asian peers in imports in November 2015,Happy, Page: 134,Aquino III
Cheap oil blackens outlook for global recovery,Afraid, Page: 134,Aquino III
Iran's return to the fold sparks business bonanza for Europe,Happy, Page: 134,Aquino III
How falling oil prices could be good for PH,Happy, Page: 134,Aquino III
Philippines gets credit rating upgrade from NICE,Happy, Page: 135,Aquino III
Moody's lowers Philippine GDP forecast for Q4 2015,Sad, Page: 135,Aquino III
Asia stocks surge on central bank stimulus hopes,Sad, Page: 135,Aquino III
"Negros Occidental drought damages P143M worth of crops, livestocks",Sad, Page: 135,Aquino III
China official says no plans to devalue yuan,Happy, Page: 135,Aquino III
Pacific trade deal to be signed off in New Zealand,Happy, Page: 135,Aquino III
"IMF cuts world growth forecast, warns of major risks",Afraid, Page: 135,Aquino III
China's lowest growth for 25 years: What does it mean?,Happy, Page: 135,Aquino III
